UF;MUNICIPIOS;TRANSFERIDO;SALDO_CONTA;PORCENT_SALDO;PORCENT_EXECUTADO
MG;JAPARAIBA;50782.29;10.96;0.0002158232722470767;0.9997841767277529
AL;JAPARATINGA;75165.8;75676.51;10.067.944.464.104.600;0
SE;JAPARATUBA;156950;38.29;0.00024396304555590953;0.999756036954444
RJ;JAPERI;713538.52;440997.92;0.6180436061111318;0.38195639388886815
PR;JAPIRA;55684.38;0;0;1
SE;JAPOATA;110030.48;110765.35;1.006.678.785.732.820;0
MG;JAPONVAR;71444.35;0;0;1
MS;JAPORA;77709.69;78231.25;10.067.116.469.001.400;0
PE;JAQUEIRA;102548.39;6537.02;0.06374571068351244;0.9362542893164876
RS;JAQUIRANA;44802.32;9.05;0.00020199846793648188;0.9997980015320636
GO;JARAGUA;367000;369464.12;10.067.142.234.332.400;0
SC;JARAGUA DO SUL;1203696.32;594979.37;0.49429358561136083;0.5057064143886392
MS;JARAGUARI;66731.43;9522.72;0.14270217197503485;0.8572978280249651
CE;JARDIM;217432.45;0;0;1
MS;JARDIM;208959.47;9445.94;0.04520465140919433;0.9547953485908056
PR;JARDIM ALEGRE;100904.6;34.92;0.0003460694557037043;0.9996539305442963
RN;JARDIM DE ANGICOS;40646.57;22656.21;0.5573953718604054;0.44260462813959456
RN;JARDIM DE PIRANHAS;127598.97;14811.59;0.11607922853922724;0.8839207714607727
RN;JARDIM DO SERIDO;105084.57;60062.3;0.5715615527569842;0.42843844724301583
SP;JARDINOPOLIS;334913.09;178305.72;0.5323940010824898;0.4676059989175102
SP;JARINU;228604.23;0;0;1
RO;JARU;363375.51;255140.79;0.7021408514844603;0.29785914851553974
GO;JATAI;694017;1023.3;0.0014744595593479699;0.998525540440652
PR;JATAIZINHO;108098.35;11095.91;0.10264643262362469;0.8973535673763753
PE;JATAUBA;151915.67;62371.49;0.41056653339316473;0.5894334666068353
MS;JATEI;48689.95;49018.09;10.067.393.784.548.900;0
PE;JATOBA;129475.8;118741.17;0.9170916109419675;0.08290838905803255
PI;JATOBA DO PIAUI;49117.67;49451.87;10.068.040.686.783.300;0
SP;JAU;1051609.85;59780.1;0.05684627240796574;0.9431537275920343
TO;JAU DO TOCANTINS;42002.66;42282.73;10.066.679.110.323.000;0
MG;JENIPAPO DE MINAS;69862.86;4041.32;0.05784647236027841;0.9421535276397216
MA;JENIPAPO DOS VIEIRAS;131292.18;132170.32;10.066.884.410.023.500;0
AL;JEQUIA DA PRAIA;102687.5;103385.2;1.006.794.400.486.910;0
BA;JEQUIE;1170021.75;100025.7;0.08549046203628266;0.9145095379637174
MG;JEQUITAI;68943.66;69412.09;10.067.943.883.454.900;0
MG;JEQUITIBA;55698.02;824.69;0.014806450929494444;0.9851935490705056
MG;JEQUITINHONHA;205500;60.67;0.00029523114355231144;0.9997047688564477
BA;JEREMOABO;311819.89;313902.47;10.066.787.914.010.200;0
PB;JERICO;69896.81;46607.4;0.6668029628247699;0.3331970371752301
ES;JERONIMO MONTEIRO;102418.38;18712.45;0.18270597523608556;0.8172940247639144
PI;JERUMENHA;46759.72;197.4;0.004221582165162665;0.9957784178348373
CE;JIJOCA DE JERICOACOARA;166523.37;102218.55;0.6138390665526406;0.38616093344735936
RO;JI PARANA;847220;852901.81;10.067.064.162.791.200;0
BA;JIQUIRICA;127905.94;2953.82;0.02309368900302832;0.9769063109969717
BA;JITAUNA;99677.91;16.44;0.0001649312269890089;0.999835068773011
SC;JOACABA;222618.02;30377.05;0.13645368869959404;0.8635463113004059
MG;JOAIMA;131350.87;10975.69;0.08356008605043881;0.9164399139495611
SP;JOANOPOLIS;108090.56;0;0;1
PE;JOAO ALFREDO;265101.83;95980.42;0.3620511408766963;0.6379488591233037
RN;JOAO CAMARA;268193.04;13865.88;0.05170111797084667;0.9482988820291534
RN;JOAO DIAS;40886.36;41164.4;10.068.003.118.888.500;0
BA;JOAO DOURADO;206679.77;74206.46;0.35904075178717304;0.640959248212827
MA;JOAO LISBOA;179325.99;47.18;0.00026309627511327276;0.9997369037248868
MG;JOAO MONLEVADE;568668.18;40439.28;0.07111226093220126;0.9288877390677988
ES;JOAO NEIVA;144377.04;145339.73;10.066.678.884.675.800;0
MG;JOAO PINHEIRO;357408.08;295393.88;0.8264890933635299;0.17351090663647006
MG;JOAQUIM FELICIO;52752;20351.63;0.3857982635729451;0.6142017364270549
AL;JOAQUIM GOMES;200987.49;202333.21;1.006.695.541.100.590;0
PE;JOAQUIM NABUCO;136481.15;55.41;0.00040599013123790353;0.9995940098687621
PB;JOCA CLAUDINO;40762.11;0;0;1
RS;JOIA;72458.62;19030.15;0.2626347286216602;0.7373652713783398
SC;JOINVILLE;3560326.92;3027405.28;0.8503166557525004;0.14968334424749963
SP;JOSE BONIFACIO;276557.27;13616.47;0.04923562486713873;0.9507643751328613
PI;JOSE DE FREITAS;287873.39;21936.26;0.076201068810146;0.923798931189854
MG;JOSE GONCALVES DE MINAS;51644.39;51989.49;10.066.822.359.601.800;0
MT;JUARA;254021.77;55.06;0.0002167530759273113;0.9997832469240727
PB;JUAREZ TAVORA;71021.55;0;0;1
TO;JUARINA;32548.01;32765.04;1.006.667.995.985.000;0
MG;JUATUBA;214385.88;118217.6;0.5514243755232388;0.44857562447676125
PB;JUAZEIRINHO;155167.3;52328.19;0.3372372271735089;0.6627627728264911
BA;JUAZEIRO;1516812.08;69723.94;0.04596742135650713;0.9540325786434929
CE;JUAZEIRO DO NORTE;1854526.57;509813.4;0.2749021816387349;0.7250978183612651
PI;JUAZEIRO DO PIAUI;52617.49;16.7;0.0003173849607801512;0.9996826150392198
CE;JUCAS;204066.9;0.39;0.000001911137965049697;0.9999980888620349
PE;JUCATI;101223.83;37696.09;0.3724033164917786;0.6275966835082214
BA;JUCURUCU;79048.99;0;0;1
RN;JUCURUTU;155919.76;60.9;0.0003905855165503076;0.9996094144834496
MT;JUINA;295290.04;127.16;0.0004306274603776003;0.9995693725396224
MG;JUIZ DE FORA;3487476.18;5437.97;0.0015592852020569212;0.998440714797943
PI;JULIO BORGES;53467.7;14.62;0.00027343611189559305;0.9997265638881044
RS;JULIO DE CASTILHOS;157321.98;15457.86;0.09825620043683661;0.9017437995631634
SP;JULIO MESQUITA;51727.68;52080.48;10.068.203.329.436;0
SP;JUMIRIM;43683.24;9.23;0.000211293850913989;0.999788706149086
MA;JUNCO DO MARANHAO;41795.99;42074.68;10.066.678.645.487.200;0
PB;JUNCO DO SERIDO;66533.41;66979.22;10.067.005.433.811.300;0
AL;JUNDIA;51152.36;51497.09;10.067.392.785.005.400;0
SP;JUNDIAI;2593916.84;797993.97;0.30764053715769857;0.6923594628423014
AL;JUNQUEIRO;204965;20000.63;0.09758070890151978;0.9024192910984802
SP;JUNQUEIROPOLIS;166983.06;17034.11;0.10201100638591723;0.8979889936140828
PE;JUPI;129704.17;88063.97;0.6789602061367803;0.3210397938632197
SC;JUPIA;33708.64;0;0;1
SP;JUQUIA;156323.74;29.85;0.00019094988387560331;0.9998090501161244
SP;JUQUITIBA;244750.6;36059.58;0.14733193708207457;0.8526680629179254
PE;JUREMA;132798.63;133684.12;10.066.679.151.735.200;0
PI;JUREMA;48535.32;48858.95;10.066.679.276.040.600;0
PB;JURIPIRANGA;95692.63;11.58;0.00012101245414615524;0.9998789875458538
PB;JURU;82046.26;320.83;0.003910354963163464;0.9960896450368365
MG;JURUAIA;94903.25;95536.05;1.006.667.843.303.570;0
PA;JURUTI;405190.23;51634.4;0.127432490166409;0.872567509833591
BA;JUSSARA;132170.81;133053.55;10.066.787.817.975.800;0
BA;JUSSARI;60248.17;0.02;3,32E+09;0.9999996680397097
BA;JUSSIAPE;62263.56;62681.13;1.006.706.490.923.420;0
MG;JUVENILIA;58626.42;59018.54;10.066.884.520.664.900;0
PR;KALORE;50580.24;50924.72;10.068.105.647.580.900;0
SC;LACERDOPOLIS;34536.49;3867.67;0.11198792928870306;0.888012070711297
MS;LADARIO;184601.31;40357.36;0.21861903363524343;0.7813809663647566
BA;LAFAIETE COUTINHO;48207.2;10282.6;0.2133000879536667;0.7866999120463333
MG;LAGAMAR;69411.18;69882.26;10.067.868.029.328.900;0
SE;LAGARTO;729429.56;1821.75;0.002497499552938326;0.9975025004470617
SC;LAGES;1088622.89;366983.02;0.33710757266917296;0.662892427330827
MA;LAGO DA PEDRA;360986.08;212937.36;0.5898769282183955;0.41012307178160445
MA;LAGO DO JUNCO;91491.22;29.02;0.00031718890621417004;0.9996828110937859
PB;LAGOA;52352.05;52702.2;10.066.883.722.795.900;0
PI;LAGOA ALEGRE;70110.87;61350.35;0.8750476210037046;0.12495237899629541
RS;LAGOA BONITA DO SUL;40160.7;10534.94;0.26231963088292787;0.7376803691170721
AL;LAGOA DA CANOA;156781.62;179.01;0.0011417792468275299;0.9988582207531724
TO;LAGOA DA CONFUSAO;102962.77;103662.34;10.067.943.976.254.700;0
MG;LAGOA DA PRATA;392965.05;253063.88;0.6439857183227873;0.3560142816772127
RN;LAGOA DANTA;64380.24;64809.52;10.066.678.844.316.200;0
PB;LAGOA DE DENTRO;69781.97;2468.54;0.035375040286194266;0.9646249597138057
PI;LAGOA DE SAO FRANCISCO;59925.43;13.64;0.00022761622236169187;0.9997723837776383
RN;LAGOA DE VELHOS;41331.68;11.9;0.00028791474239614744;0.9997120852576038
PI;LAGOA DO BARRO DO PIAUI;47918.71;48238.23;10.066.679.591.332.900;0
PE;LAGOA DO CARRO;157172.43;0;0;1
PE;LAGOA DO ITAENGA;176345.89;32.4;0.000183729827783341;0.9998162701722166
PE;LAGOA DO OURO;111049.58;1196.2;0.01077176518812588;0.9892282348118742
PI;LAGOA DO PIAUI;44544.5;0.1;0.0000022449460651707843;0.9999977550539348
PI;LAGOA DO SITIO;50898.54;24930.18;0.489801475641541;0.510198524358459
PE;LAGOA DOS GATOS;138005.54;0;0;1
MG;LAGOA DOS PATOS;49366.02;49695.19;1.006.667.946.899.500;0
RS;LAGOA DOS TRES CANTOS;32773.08;6.78;0.0002068771076749576;0.999793122892325
MG;LAGOA DOURADA;108868.26;19144.79;0.17585281513638595;0.824147184863614
MG;LAGOA GRANDE;80368.03;0;0;1
PE;LAGOA GRANDE;209161.45;30257.12;0.1446591616189312;0.8553408383810688
RN;LAGOA NOVA;132035.12;52333.29;0.3963588627025901;0.60364113729741
BA;LAGOA REAL;134346.06;0;0;1
RN;LAGOA SALGADA;72806.51;73294.78;1.006.706.405.787.060;0
GO;LAGOA SANTA;32677.87;32895.54;10.066.610.828.673.900;0
MG;LAGOA SANTA;472192.67;217707.14;0.4610557381163922;0.5389442618836078
PB;LAGOA SECA;217016.74;36544.94;0.1683968711353788;0.8316031288646212
RS;LAGOA VERMELHA;213795.09;3880.51;0.018150603926404486;0.9818493960735956
SP;LAGOINHA;52412.39;52757.21;10.065.789.787.491.000;0
PI;LAGOINHA DO PIAUI;37584.83;24193.9;0.6437144986421384;0.35628550135786163
SC;LAGUNA;333944.99;14734.64;0.04412295569997921;0.9558770443000207
MS;LAGUNA CARAPA;67610.04;19133.05;0.2829912539616897;0.7170087460383103
BA;LAJE;198958.07;40.34;0.00020275628930256512;0.9997972437106974
RJ;LAJE DO MURIAE;63627.58;64051.84;10.066.678.632.127.700;0
RS;LAJEADO;589735.12;99411.71;0.16857010313375945;0.8314298968662406
TO;LAJEADO;37920.49;7645.34;0.2016150107764958;0.7983849892235042
SC;LAJEADO GRANDE;29860.55;3199.11;0.10713499918789172;0.8928650008121083
PE;LAJEDO;311018.46;180970.04;0.5818626971530886;0.4181373028469114
RN;LAJES;98695.83;14248.9;0.14437185441370723;0.8556281455862927
RN;LAJES PINTADAS;52904.49;17.87;0.0003377785136951514;0.9996622214863049
MG;LAMBARI;170725.61;0;0;1
MT;LAMBARI DOESTE;55355.03;5506.17;0.09947009332304581;0.9005299066769542
MG;LAMIM;45307.04;45614.17;1.006.778.858.208.340;0
PI;LANDRI SALES;51572.68;17.11;0.00033176480260479;0.9996682351973952
PR;LAPA;365551.7;310852.47;0.8503652698099885;0.1496347301900115
BA;LAPAO;218298.25;15754.68;0.07217043654724671;0.9278295634527532
ES;LARANJA DA TERRA;95310.26;95945.78;100.666.790.752.643;0
MG;LARANJAL;64826.66;12.99;0.00020038052245789;0.9997996194775421
AP;LARANJAL DO JARI;330760.4;20227.45;0.06115438849390677;0.9388456115060932
SP;LARANJAL PAULISTA;219880.38;0;0;1
SE;LARANJEIRAS;228615.77;55.43;0.0002424592144277711;0.9997575407855722
PR;LARANJEIRAS DO SUL;255573.94;126691.64;0.49571423440120693;0.5042857655987931
MG;LASSANCE;63125.85;14.41;0.00022827415393218467;0.9997717258460678
PB;LASTRO;41338.75;0.78;0.00001886849505609144;0.9999811315049439
SC;LAURENTINO;61506.77;11.16;0.00018144344110412563;0.9998185565588958
BA;LAURO DE FREITAS;1412519.77;733885.98;0.5195580236020343;0.4804419763979657
SC;LAURO MULLER;123221.91;242.07;0.0019645045268329307;0.9980354954731671
TO;LAVANDEIRA;31006.49;114.81;0.003702773193612047;0.996297226806388
SP;LAVINIA;101010.99;94652.04;0.9370469490498013;0.06295305095019865
MG;LAVRAS;730856.59;265329.95;0.3630396901805319;0.636960309819468
CE;LAVRAS DA MANGABEIRA;251074.85;252757.19;10.067.005.516.482.400;0
RS;LAVRAS DO SUL;66292.55;13.62;0.00020545295059550431;0.9997945470494045
SP;LAVRINHAS;65909.65;44323.19;0.6724840747902622;0.3275159252097378
MG;LEANDRO FERREIRA;44382.13;5680.23;0.12798461903473313;0.8720153809652669
SC;LEBON REGIS;98073.96;587.46;0.005989969202834269;0.9940100307971658
SP;LEME;720746.14;692.21;0.0009604075021477049;0.9990395924978523
MG;LEME DO PRADO;54025.18;36193.31;0.6699340936948289;0.3300659063051711
BA;LENCOIS;101065.27;101746.38;10.067.393.081.718.300;0
SP;LENCOIS PAULISTA;488540.48;207763.23;0.4252733161436285;0.5747266838563715
MG;LEOPOLDINA;395374.39;37337.37;0.09443547924285131;0.9055645207571487
GO;LEOPOLDO DE BULHOES;67270.69;62.5;0.0009290821901782188;0.9990709178098218
RS;LIBERATO SALZANO;53383.76;746.96;0.013992270308423385;0.9860077296915766
MG;LIBERDADE;54886.86;0.74;0.000013482279729611057;0.9999865177202704
BA;LICINIO DE ALMEIDA;106654.7;77002.95;0.7219836537911597;0.2780163462088403
PR;LIDIANOPOLIS;46069.59;0;0;1
MA;LIMA CAMPOS;97503.14;20.33;0.0002085061055469598;0.999791493894453
MG;LIMA DUARTE;138578.88;21.41;0.00015449684684996733;0.99984550315315
SP;LIMEIRA;1949630.53;0;0;1
MG;LIMEIRA DO OESTE;68972.21;0;0;1
PE;LIMOEIRO;420150.99;3128.5;0.007446132639125759;0.9925538673608743
AL;LIMOEIRO DE ANADIA;227490.2;229007.08;1.006.667.891.627.850;0
PA;LIMOEIRO DO AJURU;212531.85;73055.49;0.3437390207632409;0.6562609792367591
CE;LIMOEIRO DO NORTE;437813.24;125.22;0.0002860123645415566;0.9997139876354585
SP;LINDOIA;70020.37;0;0;1
SC;LINDOIA DO SUL;47765.01;7.7;0.00016120587015474298;0.9998387941298452
ES;LINHARES;1221549.01;549394.07;0.4497519669718368;0.5502480330281632
SP;LINS;551394.7;386421.32;0.7008070987987371;0.29919290120126285
PB;LIVRAMENTO;67138.59;67593.71;10.067.788.137.939.700;0
BA;LIVRAMENTO DE NOSSA SENHORA;350917.87;37247.96;0.10614438073501357;0.8938556192649865
TO;LIZARDA;41380.34;41661.5;10.067.945.309.294.200;0
PR;LOANDA;186149.54;0;0;1
PR;LOBATO;54502.14;0;0;1
PB;LOGRADOURO;50444.76;50786.8;10.067.804.862.189.800;0
PR;LONDRINA;3483900.96;245888.89;0.07057861082250742;0.9294213891774926
MG;LONTRA;81103.71;81650.29;10.067.392.724.697.700;0
SC;LONTRAS;98204.25;92273.4;0.9396069925690588;0.060393007430941226
SP;LORENA;620265;0;0;1
MA;LORETO;99009.37;19.67;0.00019866806545683506;0.9998013319345431
SP;LOURDES;37528.58;20.17;0.0005374570527315449;0.9994625429472684
SP;LOUVEIRA;360633.62;0;0;1
MT;LUCAS DO RIO VERDE;455669.59;411484.44;0.9030324801793334;0.09696751982066665
SP;LUCELIA;173078.78;3137.55;0.018127872174740312;0.9818721278252597
PB;LUCENA;108961.11;31106.43;0.28548194855944475;0.7145180514405552
SP;LUCIANOPOLIS;38128.06;12.09;0.0003170893037830931;0.999682910696217
MT;LUCIARA;32266.51;32481.66;10.066.679.042.759.800;0
RN;LUCRECIA;48547.94;15.6;0.0003213318628967573;0.9996786681371033
SP;LUIS ANTONIO;126103.88;126948.21;10.066.955.116.686.300;0
PI;LUIS CORREIA;222852.96;18695.86;0.08389325409902566;0.9161067459009743
MA;LUIS DOMINGUES;61886.52;62299.17;1.006.667.849.476.750;0
BA;LUIS EDUARDO MAGALHAES;625421.13;612.74;0.0009797238542292295;0.9990202761457708
RN;LUIS GOMES;92067.3;0.04;4,34E+08;0.9999995655352117
SC;LUIZ ALVES;102367.38;13434.2;0.13123516495196028;0.8687648350480397
SP;LUIZIANIA;57516.94;0;0;1
MG;LUMINARIAS;57039.71;57422.69;1.006.714.269.760.480;0
PR;LUNARDELLI;54542.51;54907.32;10.066.885.444.032.500;0
SP;LUPERCIO;50631.49;34349.29;0.6784175223758969;0.3215824776241031
PR;LUPIONOPOLIS;55261.89;13.06;0.00023632923159160862;0.9997636707684084
SP;LUTECIA;39583.94;0;0;1
MG;LUZ;155888.83;0;0;1
SC;LUZERNA;54170.88;14253.39;0.263119041078897;0.736880958921103
GO;LUZIANIA;1413272.39;11250.5;0.007960602697403578;0.9920393973025964
PI;LUZILANDIA;195305.45;39.76;0.000203578548371282;0.9997964214516287
TO;LUZINOPOLIS;37772.04;12.92;0.0003420519516552455;0.9996579480483447
RJ;MACAE;1654075.51;1185230.32;0.7165515194647916;0.28344848053520844
RN;MACAIBA;572774.35;468977.89;0.8187829814655633;0.18121701853443672
BA;MACAJUBA;100702.61;0;0;1
RS;MACAMBARA;49775.07;10.05;0.00020190830469952128;0.9997980916953004
SE;MACAMBIRA;64502.22;64940.86;10.068.003.860.952.300;0
PE;MACAPARANA;207880.72;209293.15;10.067.944.251.876.700;0
SP;MACATUBA;146909.06;9246.92;0.06294315680734736;0.9370568431926527
RN;MACAU;250260.04;0;0;1
SP;MACAUBAL;70819.68;71294.63;10.067.064.691.622.400;0
BA;MACAUBAS;383273.75;157881.43;0.4119286280367492;0.5880713719632509
MG;MACHACALIS;66545.74;14.73;0.00022135150950308764;0.9997786484904969
RS;MACHADINHO;54674.06;0;0;1
MG;MACHADO;318391.26;20660.18;0.06488928119446495;0.9351107188055351
PE;MACHADOS;136852.25;28.32;0.00020693850484738104;0.9997930614951526
SC;MACIEIRA;31847.4;5.81;0.0001824324748645101;0.9998175675251355
RJ;MACUCO;53602.14;16.43;0.0003065176129162007;0.9996934823870838
BA;MACURURE;71604.71;72082.94;10.066.787.506.017.400;0
CE;MADALENA;165000;60945.07;0.3693640606060606;0.6306359393939394
PI;MADEIRO;68785.6;69251.66;1.006.775.546.044.520;0
BA;MADRE DE DEUS;174318.18;0;0;1
PB;MAE DAGUA;48600.68;48924.41;10.066.610.179.116.800;0
SC;MAFRA;401005.11;43389.18;0.10820106506872194;0.891798934931278
PA;MAGALHAES BARATA;69088.67;69551.26;1.006.695.598.569.200;0
RJ;MAGE;1587841.59;243481.68;0.15334129143197464;0.8466587085680254
BA;MAIQUINIQUE;93660.27;27.35;0.00029201282464806047;0.9997079871753519
BA;MAIRI;160518.73;40061.15;0.24957305605395705;0.7504269439460429
SP;MAIRINQUE;350727.93;0;0;1
SP;MAIRIPORA;694245.97;0;0;1
SC;MAJOR GERCINO;41364.56;33320.11;0.8055231338130999;0.19447686618690008
AL;MAJOR ISIDORO;167926.07;169057.78;10.067.393.347.560.600;0
RN;MAJOR SALES;48685.3;10.32;0.00021197363475217366;0.9997880263652478
SC;MAJOR VIEIRA;67976.03;68430.03;10.066.788.248.740.000;0
MG;MALACACHETA;158372.39;40.89;0.00025818894316111536;0.9997418110568389
SE;MALHADA DOS BOIS;46021.12;46327.98;10.066.678.081.715.500;0
SE;MALHADOR;105372.8;106090.66;10.068.125.740.228.900;0
PR;MALLET;123103.65;16937.2;0.13758487258501273;0.8624151274149873
PB;MALTA;58591.85;16714.69;0.28527329312865185;0.7147267068713481
PB;MAMANGUAPE;341953.81;17387.98;0.050848914360685143;0.9491510856393148
PR;MAMBORE;120260;99926.4;0.8309196740395809;0.1690803259604191
RS;MAMPITUBA;40606.28;35849.14;0.8828471852137157;0.11715281478628425
AM;MANACAPURU;661663.35;414852.4;0.6269840999958666;0.3730159000041334
PB;MANAIRA;96828.79;17140.29;0.17701646380172675;0.8229835361982732
AM;MANAQUIRI;230882.19;18651.58;0.08078397038766828;0.9192160296123317
PE;MANARI;176374.44;2647.23;0.01500914758396965;0.9849908524160303
AC;MANCIO LIMA;141065.73;2616.51;0.018548161910054272;0.9814518380899457
PR;MANDAGUACU;184625.15;185860.01;10.066.884.712.077.400;0
PR;MANDAGUARI;268859.55;250537.48;0.9318526345818849;0.06814736541811506
PR;MANDIRITUBA;216805.26;142789.09;0.65860528476108;0.34139471523891995
SP;MANDURI;80673.14;24168.77;0.2995888098566636;0.7004111901433364
MG;MANGA;156983.46;158047.1;10.067.754.908.701.800;0
RJ;MANGARATIBA;325998.94;6.19;0.000018987791800795428;0.9999810122081992
MG;MANHUACU;636231.64;207481.33;0.32610973261248055;0.6738902673875194
AM;MANICORE;395818.56;0;0;1
PI;MANOEL EMIDIO;51880.99;52234.28;10.068.096.233.321.600;0
AC;MANOEL URBANO;70365.24;9078.78;0.12902364860831853;0.8709763513916815
RS;MANOEL VIANA;65259.16;31473.65;0.4822870842959057;0.5177129157040943
BA;MANSIDAO;122801.8;123620.81;10.066.693.647.812.900;0
MG;MANTENA;218370.99;3257.58;0.014917640845975008;0.985082359154025
RS;MAQUINE;61918.63;19.79;0.00031961301469363905;0.9996803869853064
MG;MAR DE ESPANHA;107753.86;31694.67;0.29413953244923197;0.705860467550768
PA;MARABA;1830052.63;74451.72;0.04068282997959463;0.9593171700204054
MA;MARACACUME;166554.23;167664.8;1.006.667.918.311.050;0
SP;MARACAI;120708.56;121518.08;10.067.064.009.379.200;0
SC;MARACAJA;63351.48;58605.99;0.9250926734466187;0.07490732655338128
PA;MARACANA;215603.46;217041.08;10.066.678.892.815.500;0
CE;MARACANAU;1590064.76;119308.35;0.0750336420260015;0.9249663579739985
BA;MARACAS;172839.47;558.42;0.0032308592476012568;0.9967691407523988
AL;MARAGOGI;259862.05;28.94;0.00011136678095166264;0.9998886332190483
BA;MARAGOGIPE;344880;26153.55;0.07583376826722338;0.9241662317327766
PE;MARAIAL;100772.79;16.22;0.0001609561469916631;0.9998390438530084
MA;MARAJA DO SENA;66688.66;67134.06;10.066.787.966.649.800;0
CE;MARANGUAPE;887646.59;174.47;0.00019655345039966865;0.9998034465496003
PA;MARAPANIM;209109.55;40.8;0.00019511304003093117;0.999804886959969
RS;MARATA;38950.57;39210.29;10.066.679.383.639.300;0
ES;MARATAIZES;293626.49;102380.08;0.34867453546170174;0.6513254645382982
BA;MARAU;171332.2;172496.31;10.067.944.612.863.100;0
RS;MARAU;330748.48;35165.66;0.10632145611069779;0.8936785438893022
AL;MARAVILHA;79743.9;80276.49;10.066.787.553.656.100;0
SC;MARAVILHA;197748.19;3073.78;0.015543909656012529;0.9844560903439875
MG;MARAVILHAS;71484.31;1251.84;0.0175120946120904;0.9824879053879096
PB;MARCACAO;74572.75;60074.48;0.805582199932281;0.19441780006771903
MT;MARCELANDIA;87153.21;14.69;0.00016855374575417244;0.9998314462542458
RN;MARCELINO VIEIRA;73389.56;20.31;0.00027674235953996726;0.99972325764046
CE;MARCO;218500.1;190799.94;0.873225870377176;0.12677412962282397
PI;MARCOLANDIA;69825.41;113.21;0.001621329541781423;0.9983786704582186
PR;MARECHAL CANDIDO RONDON;401900.84;372352.71;0.9264790538880188;0.07352094611198123
AL;MARECHAL DEODORO;396892.5;1248.53;0.0031457636513665538;0.9968542363486335
ES;MARECHAL FLORIANO;136300;27692.3;0.20317168011738812;0.7968283198826118
AC;MARECHAL THAUMATURGO;140439.24;17353.63;0.12356681793493045;0.8764331820650696
PB;MARI;176099.24;1.15;0.000006530408649123074;0.9999934695913508
MG;MARIA DA FE;123716.3;1903.48;0.015385846489104507;0.9846141535108955
PR;MARIALVA;275116.97;276962.02;10.067.064.201.819.300;0
MG;MARIANA;441831.19;1702.21;0.0038526252526445677;0.9961473747473555
RS;MARIANA PIMENTEL;45767.51;8364;0.18274972791834207;0.8172502720816579
TO;MARIANOPOLIS DO TOCANTINS;49573.23;20947.34;0.4225534628266102;0.5774465371733898
SP;MARIAPOLIS;47776.83;20138.97;0.4215216873953337;0.5784783126046663
AL;MARIBONDO;112302;0;0;1
RJ;MARICA;1109034.46;97095.72;0.08754977730809195;0.912450222691908
ES;MARILANDIA;106078.06;106786.9;10.066.822.489.023.600;0
PR;MARILANDIA DO SUL;77619.62;78138.78;10.066.885.150.945.000;0
PR;MARILENA;67571.2;0;0;1
SP;MARILIA;1565780.95;20645.35;0.013185337323206033;0.986814662676794
PR;MARILUZ;95292.33;0;0;1
PR;MARINGA;2649956.46;580332.2;0.21899688117894583;0.7810031188210542
MG;MARIO CAMPOS;131259.52;18.01;0.00013720909538599563;0.999862790904614
MG;MARIPA DE MINAS;42920.54;7.34;0.00017101369181282434;0.9998289863081872
PA;MARITUBA;872608.55;4374.12;0.005012694409194133;0.9949873055908058
PB;MARIZOPOLIS;63490.38;6873.05;0.10825340783910886;0.8917465921608911
MG;MARLIERIA;49006.68;16.64;0.0003395455476681954;0.9996604544523318
PR;MARMELEIRO;127311.36;60427.42;0.4746427969978484;0.5253572030021516
RS;MARQUES DE SOUZA;46475.47;46785.87;10.066.787.920.595.500;0
MG;MARTINHO CAMPOS;111032.1;31.78;0.0002862235335547108;0.9997137764664453
SP;MARTINOPOLIS;208147.71;36.08;0.0001733384431661535;0.9998266615568339
RN;MARTINS;75546.95;121.9;0.0016135661333779856;0.9983864338666221
SE;MARUIM;148273.42;0;0;1
PR;MARUMBI;53855.94;54222.73;10.068.105.765.120.800;0
BA;MASCOTE;123823.77;124654.18;1.006.706.386.019.420;0
CE;MASSAPE;301245.75;303257.71;100.667.879.961.792;0
PI;MASSAPE DO PIAUI;58115.57;12.7;0.0002185300772237113;0.9997814699227763
PB;MASSARANDUBA;122316.3;123133.22;10.066.787.500.929.900;0
SC;MASSARANDUBA;132767.91;27.78;0.00020923730741863753;0.9997907626925814
BA;MATA DE SAO JOAO;355776.51;236104.15;0.6636305190581582;0.3363694809418418
AL;MATA GRANDE;207970;24836.14;0.1194217435207001;0.8805782564792999
MA;MATA ROMA;133083.48;0.41;0.00000308077306063833;0.9999969192269393
MG;MATA VERDE;74967;0;0;1
SP;MATAO;588991.19;15372.79;0.026100203638020465;0.9738997963619795
PB;MATARACA;73864.8;74356.86;10.066.616.304.383.100;0
TO;MATEIROS;35351.29;35590.81;100.677.542.460.261;0
PR;MATELANDIA;156786.47;157839.17;1.006.714.227.318.210;0
MG;MATERLANDIA;51404.6;12.38;0.00024083447784828597;0.9997591655221517
MG;MATEUS LEME;246671.41;56.36;0.00022848209283759312;0.9997715179071625
MG;MATIAS CARDOSO;98294.59;319.31;0.0032485002480807947;0.9967514997519192
MA;MATINHA;177830.15;33808.28;0.1901155681418477;0.8098844318581523
PB;MATINHAS;51403.91;26382.38;0.5132368335404836;0.48676316645951645
PR;MATINHOS;270686.53;0;0;1
MG;MATIPO;159845.4;76521.75;0.4787235040858229;0.5212764959141771
RS;MATO CASTELHANO;38088.46;0;0;1
