UF;MUNICIPIOS;TRANSFERIDO;SALDO_CONTA;PORCENT_SALDO;PORCENT_EXECUTADO
SC;SAO CARLOS;93358.06;34592.67;0.3705375840072084;0.6294624159927916
SP;SAO CARLOS;1640578.87;14165.93;0.008634714404190759;0.9913652855958093
SE;SAO CRISTOVAO;630914.38;257625.66;0.40833696008006665;0.5916630399199334
BA;SAO DESIDERIO;264499.25;248740.57;0.9404207006258052;0.059579299374194816
BA;SAO DOMINGOS;78660.76;6.38;0.00008110778487266078;0.9999188922151273
SC;SAO DOMINGOS;75637.95;16.98;0.00022449048394357596;0.9997755095160564
SE;SAO DOMINGOS;96916.34;97574.09;10.067.867.812.589.700;0
MG;SAO DOMINGOS DAS DORES;58170.16;48493.37;0.8336468388603366;0.16635316113966336
PA;SAO DOMINGOS DO ARAGUAIA;193243.57;194534.2;1.006.678.773.322.180;0
PA;SAO DOMINGOS DO CAPIM;236729.91;49887.29;0.21073505244859003;0.78926494755141
PB;SAO DOMINGOS DO CARIRI;40642.21;0;0;1
MA;SAO DOMINGOS DO MARANHAO;255000;256700.31;10.066.678.823.529.400;0
ES;SAO DOMINGOS DO NORTE;73924.86;18058.72;0.24428480486807821;0.7557151951319218
MG;SAO DOMINGOS DO PRATA;151001.65;42819;0.28356643785018243;0.7164335621498176
RS;SAO DOMINGOS DO SUL;41136.98;15.26;0.00037095576777877227;0.9996290442322212
BA;SAO FELIPE;174209.7;49584.35;0.284624507131348;0.715375492868652
BA;SAO FELIX;129064.93;2125.13;0.016465588289553176;0.9835344117104469
MG;SAO FELIX DE MINAS;45181.43;45483.19;10.066.788.501.382.000;0
MT;SAO FELIX DO ARAGUAIA;94055.79;0.05;5,32E+08;0.9999994684006163
BA;SAO FELIX DO CORIBE;132781.7;1801.52;0.013567532272896038;0.9864324677271039
PI;SAO FELIX DO PIAUI;38138.63;213.49;0.005597736468247549;0.9944022635317524
TO;SAO FELIX DO TOCANTINS;29076.74;29273.75;10.067.755.188.511.500;0
PA;SAO FELIX DO XINGU;848490.42;298675.88;0.3520085471324473;0.6479914528675528
RN;SAO FERNANDO;46196.03;46504.06;10.066.678.889.939.200;0
RJ;SAO FIDELIS;285682.29;10658.89;0.03731029319318324;0.9626897068068168
MG;SAO FRANCISCO;416699.66;0;0;1
SE;SAO FRANCISCO;46260.91;46569.37;1.006.667.832.517.770;0
RS;SAO FRANCISCO DE ASSIS;151854.08;896.35;0.005902706071512863;0.9940972939284871
PI;SAO FRANCISCO DE ASSIS DO PIAUI;54198.97;51196.15;0.9445963641006462;0.05540363589935382
GO;SAO FRANCISCO DE GOIAS;59374.69;32890.09;0.5539412500511581;0.44605874994884187
MG;SAO FRANCISCO DE PAULA;63210.94;15.25;0.000241255706686216;0.9997587442933138
RS;SAO FRANCISCO DE PAULA;171123.06;10233.56;0.05980234341298011;0.9401976565870199
MG;SAO FRANCISCO DE SALES;61561.5;0;0;1
MA;SAO FRANCISCO DO BREJAO;96960.75;39.27;0.00040500924343097596;0.999594990756569
BA;SAO FRANCISCO DO CONDE;308000;310075.71;10.067.393.181.818.100;0
RO;SAO FRANCISCO DO GUAPORE;152673.45;153698.53;1.006.714.199.489.170;0
MA;SAO FRANCISCO DO MARANHAO;99313;2769.11;0.027882653831824637;0.9721173461681754
RN;SAO FRANCISCO DO OESTE;49872.84;18101.27;0.3629484504993099;0.6370515495006901
PA;SAO FRANCISCO DO PARA;124484.43;0.58;0.00000465921722098097;0.9999953407827791
SC;SAO FRANCISCO DO SUL;380617.1;135296.95;0.3554673450036796;0.6445326549963204
BA;SAO GABRIEL;161186.73;162261.51;10.066.679.186.307.700;0
RS;SAO GABRIEL;448924.93;341931.15;0.7616666554918213;0.23833334450817867
ES;SAO GABRIEL DA PALHA;290474.93;32107.42;0.11053422062964263;0.8894657793703573
MS;SAO GABRIEL DO OESTE;212807.56;39138.03;0.18391278016626852;0.8160872198337314
MG;SAO GERALDO;105197.17;105902.67;10.067.064.541.755.200;0
RJ;SAO GONCALO;6382353.03;2251.87;0.0003528275526933677;0.9996471724473066
CE;SAO GONCALO DO AMARANTE;365438.76;151167.85;0.41366123834264323;0.5863387616573568
RN;SAO GONCALO DO AMARANTE;718919.03;79665.61;0.11081304941948747;0.8891869505805126
PI;SAO GONCALO DO GURGUEIA;38703.86;24281.89;0.6273764425563755;0.3726235574436245
MG;SAO GONCALO DO PARA;105454.09;12959.39;0.12289129800465776;0.8771087019953423
MG;SAO GONCALO DO RIO ABAIXO;96941.48;79213.21;0.8171240009952397;0.18287599900476026
BA;SAO GONCALO DOS CAMPOS;295222.26;88066.03;0.29830416581730657;0.7016958341826934
MG;SAO GOTARDO;271695.39;0;0;1
RS;SAO JERONIMO;193473.54;44.47;0.00022985055217369775;0.9997701494478263
PE;SAO JOAO;184133.41;52.09;0.0002828927134950686;0.999717107286505
PR;SAO JOAO;94698.56;27.25;0.00028775516755481816;0.9997122448324451
SC;SAO JOAO BATISTA;278805.94;105.63;0.00037886567266106307;0.9996211343273389
MG;SAO JOAO BATISTA DO GLORIA;68497.7;0;0;1
RJ;SAO JOAO DA BARRA;263814.41;91565.86;0.34708437647511375;0.6529156235248863
SP;SAO JOAO DA BOA VISTA;634899.9;237571.57;0.37418744277641247;0.6258125572235875
PI;SAO JOAO DA CANABRAVA;47649.92;0.44;0.00000923401340442964;0.9999907659865955
PI;SAO JOAO DA FRONTEIRA;55837.55;56209.87;1.006.667.914.333.630;0
MG;SAO JOAO DA MATA;41641.42;7698.05;0.18486521353018223;0.8151347864698177
MG;SAO JOAO DA PONTE;204215.43;205581.32;10.066.884.759.883.200;0
PI;SAO JOAO DA SERRA;56391.36;15.12;0.00026812618103198784;0.999731873818968
RS;SAO JOAO DA URTIGA;50175.11;15283.31;0.3045994318697059;0.6954005681302942
PI;SAO JOAO DA VARJOTA;48974.94;13130.54;0.26810732182622377;0.7318926781737762
GO;SAO JOAO DALIANCA;117798.6;118585.76;10.066.822.525.904.300;0
SP;SAO JOAO DAS DUAS PONTES;39121.27;39384.28;10.067.229.412.542.000;0
MG;SAO JOAO DAS MISSOES;108896.81;109625.16;10.066.884.420.213.900;0
SP;SAO JOAO DE IRACEMA;35433.26;35670.89;10.067.064.108.693.300;0
RJ;SAO JOAO DE MERITI;2885731.76;2612.18;0.0009052054096670441;0.9990947945903329
PA;SAO JOAO DE PIRABAS;172142.13;173293.5;10.066.884.846.841.300;0
MG;SAO JOAO DEL REI;635392.37;0;0;1
PA;SAO JOAO DO ARAGUAIA;113715.45;114478.07;10.067.063.886.217.700;0
PI;SAO JOAO DO ARRAIAL;66953.61;16.36;0.0002443482883148496;0.9997556517116851
PB;SAO JOAO DO CARIRI;49685.79;17931.97;0.36090741437340534;0.6390925856265947
SC;SAO JOAO DO ITAPERIU;43026.27;9.35;0.00021730909976625909;0.9997826909002338
CE;SAO JOAO DO JAGUARIBE;70342.31;0;0;1
SC;SAO JOAO DO OESTE;58144.57;13.99;0.00024060716245730254;0.9997593928375427
MG;SAO JOAO DO ORIENTE;68755.25;69222.4;10.067.943.902.465.600;0
MG;SAO JOAO DO PARAISO;186734.33;0;0;1
PI;SAO JOAO DO PIAUI;160301.45;393.51;0.0024548124798621593;0.9975451875201379
PB;SAO JOAO DO RIO DO PEIXE;154385.54;32.5;0.00021051194302264316;0.9997894880569773
RN;SAO JOAO DO SABUGI;61091.15;5138.68;0.08411496591568501;0.915885034084315
MA;SAO JOAO DO SOTER;150271.22;27319.98;0.18180447327172827;0.8181955267282717
PB;SAO JOAO DO TIGRE;50958.59;42850.76;0.8408937531434838;0.1591062468565162
PR;SAO JOAO DO TRIUNFO;131611.7;0;0;1
MG;SAO JOAO NEPOMUCENO;211045.93;62.24;0.0002949121075208605;0.9997050878924791
SC;SAO JOAQUIM;204542.29;40318.49;0.19711566737616948;0.8028843326238305
SP;SAO JOAQUIM DA BARRA;385932.04;664.75;0.001722453517982078;0.9982775464820179
MG;SAO JOAQUIM DE BICAS;249480.4;132916.36;0.5327727548937712;0.4672272451062288
PE;SAO JOAQUIM DO MONTE;175929.1;50742.25;0.2884244277950606;0.7115755722049394
PR;SAO JORGE DO IVAI;58864.47;59256.97;10.066.678.592.366.400;0
PR;SAO JORGE DO PATROCINIO;59378.31;49845.09;0.8394494555335105;0.16055054446648953
PR;SAO JORGE DOESTE;78841.42;21.28;0.0002699088879931387;0.9997300911120068
SC;SAO JOSE;1597006.25;511466.52;0.3202658223785912;0.6797341776214088
MG;SAO JOSE DA BARRA;68344.18;17.71;0.00025912959962355245;0.9997408704003764
PE;SAO JOSE DA COROA GRANDE;175596.16;63.5;0.0003616252200503701;0.9996383747799497
PB;SAO JOSE DA LAGOA TAPADA;69273.85;1275.71;0.018415462689023346;0.9815845373109766
AL;SAO JOSE DA LAJE;200610.68;67.65;0.0003372203314399812;0.99966277966856
MG;SAO JOSE DA LAPA;187581.32;35.32;0.00018829166998078487;0.9998117083300192
MG;SAO JOSE DA SAFIRA;50313.76;50648.9;10.066.610.008.872.300;0
AL;SAO JOSE DA TAPERA;257329.88;55676.92;0.21636399162040568;0.7836360083795944
MG;SAO JOSE DA VARGINHA;54516.19;54885.75;10.067.789.036.614.600;0
BA;SAO JOSE DA VITORIA;59243.33;254.51;0.004296011044618862;0.9957039889553811
PB;SAO JOSE DE CAIANA;62017.94;62435.9;1.006.739.340.261.860;0
PB;SAO JOSE DE ESPINHARAS;52443;40715.91;0.7763840741376352;0.22361592586236478
RN;SAO JOSE DE MIPIBU;327835.21;1097.12;0.003346559388785603;0.9966534406112144
PB;SAO JOSE DE PIRANHAS;167044.25;44975.19;0.26924117412003107;0.7307588258799689
PB;SAO JOSE DE PRINCESA;48566.76;48890.26;1.006.660.934.350.980;0
MA;SAO JOSE DE RIBAMAR;1301265.77;385399.1;0.29617247213073156;0.7038275278692685
MG;SAO JOSE DO ALEGRE;49902.69;7.44;0.00014909015926796733;0.999850909840732
PE;SAO JOSE DO BELMONTE;265884.01;37894.83;0.1425239148454245;0.8574760851545755
PB;SAO JOSE DO BONFIM;46020.4;219;0.0047587591589816685;0.9952412408410183
PB;SAO JOSE DO BREJO DO CRUZ;35994.82;11.98;0.00033282566769329586;0.9996671743323067
ES;SAO JOSE DO CALCADO;93077.02;93698.66;1.006.678.769.904.750;0
RN;SAO JOSE DO CAMPESTRE;107710.86;7799.11;0.07240783334196756;0.9275921666580325
SC;SAO JOSE DO CEDRO;115143.21;12750.87;0.11073922639467842;0.8892607736053215
MG;SAO JOSE DO DIVINO;47984.71;48306.52;1.006.706.511.303.280;0
PI;SAO JOSE DO DIVINO;51863.86;3099.26;0.05975760384977131;0.9402423961502286
PE;SAO JOSE DO EGITO;265838.33;54.76;0.0002059898585730658;0.9997940101414269
RS;SAO JOSE DO HERVAL;34839.86;0;0;1
RS;SAO JOSE DO HORTENCIO;51014.38;11095.28;0.21749318525482425;0.7825068147451757
RS;SAO JOSE DO INHACORA;35422.21;4.65;0.0001312735710166023;0.9998687264289834
RS;SAO JOSE DO NORTE;212430.57;4027.69;0.018960030093597167;0.9810399699064029
RS;SAO JOSE DO OURO;63169.54;186.09;0.002945881828488857;0.9970541181715111
PI;SAO JOSE DO PIAUI;59622.84;1666.33;0.027947846831851687;0.9720521531681483
MT;SAO JOSE DO POVO;43605.23;28804.53;0.6605751190854857;0.3394248809145143
MT;SAO JOSE DO RIO CLARO;158794.03;159858.97;10.067.064.234.089.900;0
SP;SAO JOSE DO RIO PARDO;403391.17;18849.25;0.046726977191890444;0.9532730228081095
SP;SAO JOSE DO RIO PRETO;2832047.23;89075.22;0.03145258986376438;0.9685474101362356
PB;SAO JOSE DO SABUGI;49354.65;11.09;0.00022470020555307352;0.9997752997944469
RN;SAO JOSE DO SERIDO;52190.83;52543.61;10.067.594.249.794.400;0
RS;SAO JOSE DO SUL;37334.83;37584.81;10.066.956.244.343.400;0
RJ;SAO JOSE DO VALE DO RIO PRETO;167705.14;24903.97;0.1484985492990853;0.8515014507009147
MT;SAO JOSE DO XINGU;52351.92;52702.71;10.067.006.138.456.800;0
RS;SAO JOSE DOS AUSENTES;43723.27;12.17;0.0002783414872675351;0.9997216585127324
SP;SAO JOSE DOS CAMPOS;4323740.63;46816.6;0.010827800279037552;0.9891721997209625
PB;SAO JOSE DOS CORDEIROS;46425.76;2958.01;0.06371484279417289;0.9362851572058271
PR;SAO JOSE DOS PINHAIS;2077162.36;401450.4;0.1932686667786528;0.8067313332213473
MT;SAO JOSE DOS QUATRO MARCOS;148757.03;1342.2;0.009022766856799978;0.9909772331432001
PB;SAO JOSE DOS RAMOS;59722.28;60123.78;10.067.227.841.937.700;0
PI;SAO JULIAO;57669.71;10.49;0.0001818979148672674;0.9998181020851328
RS;SAO LEOPOLDO;1553824.1;26208.51;0.01686710226723861;0.9831328977327614
MG;SAO LOURENCO;348263.56;113921.28;0.3271122594623451;0.6728877405376549
PE;SAO LOURENCO DA MATA;790469.11;795759.94;10.066.932.786.279.200;0
SP;SAO LOURENCO DA SERRA;131115.33;23305.07;0.17774481443169157;0.8222551855683085
SC;SAO LOURENCO DO OESTE;188122.26;114277.76;0.607465379163529;0.39253462083647095
PI;SAO LOURENCO DO PIAUI;47450.55;0;0;1
RS;SAO LOURENCO DO SUL;327446.52;85.65;0.00026156943124636047;0.9997384305687537
SC;SAO LUDGERO;105513.22;63957.55;0.6061567450979128;0.39384325490208716
CE;SAO LUIS DO CURU;109812.83;20964.21;0.1909085668769305;0.8090914331230695
SP;SAO LUIS DO PARAITINGA;93628.83;89.54;0.0009563293699173642;0.9990436706300826
PI;SAO LUIS DO PIAUI;36437.25;9.77;0.0002681321998778722;0.9997318678001221
AL;SAO LUIS DO QUITUNDE;270432.79;87.72;0.00032436894949018576;0.9996756310505098
MA;SAO LUIS GONZAGA DO MARANHAO;152058.24;1082.09;0.007116286496542377;0.9928837135034576
GO;SAO LUIZ DO NORTE;53111.55;53465.69;10.066.678.528.493.300;0
RS;SAO LUIZ GONZAGA;253977.86;79.66;0.00031364938660401344;0.999686350613396
PB;SAO MAMEDE;69811.17;0;0;1
PR;SAO MANOEL DO PARANA;39504.14;0;0;1
SP;SAO MANUEL;307199.63;63174.13;0.20564520211173432;0.7943547978882657
RS;SAO MARCOS;170000;129883.89;0.7640228823529411;0.23597711764705886
RS;SAO MARTINHO;54565.59;3541.81;0.06490922209399734;0.9350907779060027
RS;SAO MARTINHO DA SERRA;42050.74;0.42;0.000009987933624949287;0.9999900120663751
ES;SAO MATEUS;893347.22;642.92;0.0007196753799715188;0.9992803246200285
MA;SAO MATEUS DO MARANHAO;303703.89;3583.74;0.011800112273833567;0.9881998877261664
PR;SAO MATEUS DO SUL;354692.56;284310.95;0.8015700977770721;0.1984299022229279
RN;SAO MIGUEL;185745.3;15050.52;0.08102772990756699;0.918972270092433
SP;SAO MIGUEL ARCANJO;253240.37;84132.11;0.3322223466977244;0.6677776533022757
BA;SAO MIGUEL DAS MATAS;102583.95;103262.32;10.066.128.278.351.500;0
RS;SAO MIGUEL DAS MISSOES;67393.8;15.81;0.0002345913125539738;0.999765408687446
PB;SAO MIGUEL DE TAIPU;67778.65;18.48;0.00027265222898361063;0.9997273477710164
SE;SAO MIGUEL DO ALEIXO;45000;22723.57;0.5049682222222223;0.49503177777777774
MG;SAO MIGUEL DO ANTA;65558.03;65996.11;10.066.823.240.417.600;0
RN;SAO MIGUEL DO GOSTOSO;93000;17.38;0.0001868817204301075;0.9998131182795699
PA;SAO MIGUEL DO GUAMA;411149.98;83770.23;0.20374616095080436;0.7962538390491957
PR;SAO MIGUEL DO IGUACU;220133.8;75194.06;0.34158343698241705;0.6584165630175829
SC;SAO MIGUEL DO OESTE;296265.07;30150.59;0.10176896655417393;0.8982310334458261
GO;SAO MIGUEL DO PASSA QUATRO;46774.2;47087.38;10.066.955.714.902.600;0
PI;SAO MIGUEL DO TAPUIO;143521.74;136546.09;0.9513965619424626;0.04860343805753742
TO;SAO MIGUEL DO TOCANTINS;96008.81;0;0;1
AL;SAO MIGUEL DOS CAMPOS;459422.5;15286.74;0.03327381658495176;0.9667261834150482
AL;SAO MIGUEL DOS MILAGRES;72824.3;14012.32;0.19241269741006778;0.8075873025899323
RS;SAO NICOLAU;53645.94;54004.75;10.066.884.837.883.300;0
RS;SAO PAULO DAS MISSOES;56643.78;0;0;1
AM;SAO PAULO DE OLIVENCA;287794.54;0;0;1
RN;SAO PAULO DO POTENGI;151831.89;129023.88;0.8497811625739493;0.1502188374260507
SP;SAO PEDRO;268781.17;0;0;1
RJ;SAO PEDRO DA ALDEIA;711880.28;3606.59;0.005066287269539198;0.9949337127304608
MT;SAO PEDRO DA CIPA;47396.23;47709.65;10.066.127.622.386.800;0
RS;SAO PEDRO DA SERRA;45287.93;15112.05;0.333688247619178;0.666311752380822
RS;SAO PEDRO DAS MISSOES;35056.81;10.66;0.00030407786675399164;0.999695922133246
SC;SAO PEDRO DE ALCANTARA;54958.76;16985.67;0.3090621040212697;0.6909378959787302
PR;SAO PEDRO DO IGUACU;60839.3;0;0;1
PR;SAO PEDRO DO IVAI;98922.53;64710.61;0.6541544176033508;0.3458455823966492
MG;SAO PEDRO DO SUACUI;55897.84;56278.85;10.068.161.846.683.100;0
RS;SAO PEDRO DO SUL;131790.99;32.61;0.00024743724893484754;0.9997525627510652
SP;SAO PEDRO DO TURVO;68227.64;68682.57;10.066.678.255.322.900;0
MG;SAO PEDRO DOS FERROS;70370.99;16.38;0.00023276637148347633;0.9997672336285165
MA;SAO RAIMUNDO DO DOCA BEZERRA;52100.88;52448.28;10.066.678.336.335.200;0
PI;SAO RAIMUNDO NONATO;255079.28;102737.21;0.4027657989312186;0.5972342010687814
SP;SAO ROQUE;633786.58;6230.22;0.00983015449774907;0.990169845502251
MG;SAO ROQUE DE MINAS;66203.18;66645.98;10.066.885.004.617.600;0
TO;SAO SALVADOR DO TOCANTINS;37623.6;37874.47;10.066.678.893.035.200;0
AL;SAO SEBASTIAO;268131.93;91217.2;0.3401952165861037;0.6598047834138963
SP;SAO SEBASTIAO;622162.39;1356.23;0.0021798649706228626;0.9978201350293772
PR;SAO SEBASTIAO DA AMOREIRA;77715.93;78245.23;10.068.107.014.868.100;0
MG;SAO SEBASTIAO DA BELA VISTA;57370.85;12.9;0.00022485286517456165;0.9997751471348254
PA;SAO SEBASTIAO DA BOA VISTA;199428.94;259.09;0.0012991594900920596;0.9987008405099079
PB;SAO SEBASTIAO DE LAGOA DE ROCA;100859.57;26365.93;0.2614122784778876;0.7385877215221124
RJ;SAO SEBASTIAO DO ALTO;75058.28;6761.68;0.09008573071485251;0.9099142692851475
RS;SAO SEBASTIAO DO CAI;201679.9;22012.52;0.1091458296042392;0.8908541703957608
MG;SAO SEBASTIAO DO OESTE;64627.41;65061.89;10.067.228.440.687.900;0
MG;SAO SEBASTIAO DO PARAISO;508897.94;289066.27;0.5680240521311601;0.43197594786883986
BA;SAO SEBASTIAO DO PASSE;342742.11;118882.9;0.3468581669173945;0.6531418330826055
TO;SAO SEBASTIAO DO TOCANTINS;47460.78;47783.25;1.006.794.452.177.140;0
PB;SAO SEBASTIAO DO UMBUZEIRO;45632.17;9.16;0.00020073557755416848;0.9997992644224458
RS;SAO SEPE;189893.84;12714.59;0.06695630569164329;0.9330436943083567
SP;SAO SIMAO;128244.88;0;0;1
MG;SAO THOME DAS LETRAS;66419;10493.15;0.1579841611587046;0.8420158388412954
MG;SAO TIAGO;97061.37;9782.28;0.10078448305438097;0.8992155169456191
MG;SAO TOMAS DE AQUINO;66031.9;16067.15;0.24332406003764848;0.7566759399623515
PR;SAO TOME;59840.77;60239.61;10.066.650.211.887.300;0
RN;SAO TOME;97428.36;22911.84;0.2351660235274411;0.7648339764725589
TO;SAO VALERIO DA NATIVIDADE;42636.39;793.34;0.018607110029718744;0.9813928899702813
RS;SAO VALERIO DO SUL;39156.11;0;0;1
RN;SAO VICENTE;62410.53;13.53;0.0002167903397070975;0.9997832096602929
SP;SAO VICENTE;2290386.1;73894.58;0.032262935930321965;0.9677370640696781
MG;SAO VICENTE DE MINAS;70211.13;70680.06;10.066.788.556.173.300;0
RS;SAO VICENTE DO SUL;73377.82;19.83;0.00027024515037377773;0.9997297548496262
MA;SAO VICENTE FERRER;171418.57;70899.01;0.41360168854517915;0.5863983114548208
PE;SAO VICENTE FERRER;156871.37;52245.12;0.3330443279739318;0.6669556720260682
PB;SAPE;394731.92;397385.64;10.067.228.411.626.800;0
BA;SAPEACU;153222.21;29230.36;0.1907710376974722;0.8092289623025278
MT;SAPEZAL;195382.34;4079.11;0.020877577779035712;0.9791224222209642
RS;SAPIRANGA;576717.85;34785.61;0.06031651352563477;0.9396834864743653
PA;SAPUCAIA;54141.64;54502.65;10.066.678.807.660.700;0
RJ;SAPUCAIA;147341.82;148331.1;1.006.714.183.386.630;0
RS;SAPUCAIA DO SUL;946964.14;253436.53;0.26763054617886584;0.7323694538211342
MG;SAPUCAI MIRIM;65512.35;0;0;1
RJ;SAQUAREMA;610069.24;316030.08;0.5180232984701868;0.4819767015298132
PR;SARANDI;687883;460250.24;0.6690821549594916;0.33091784504050836
RS;SARANDI;194851.54;0;0;1
SP;SARUTAIA;45230.46;13.57;0.0003000190579534234;0.9996999809420466
MG;SARZEDO;256183.15;0;0;1
BA;SATIRO DIAS;152486.94;0;0;1
AL;SATUBA;124000;20.22;0.00016306451612903224;0.999836935483871
BA;SAUBARA;104684.99;5554.2;0.05305631686070753;0.9469436831392924
PR;SAUDADE DO IGUACU;58573.3;58970.36;10.067.788.565.779.900;0
SC;SAUDADES;77350.75;0;0;1
SC;SCHROEDER;165404.68;42332.12;0.25593060607474954;0.7440693939252505
BA;SEABRA;341548.86;6922.76;0.02026872524182924;0.9797312747581708
SC;SEARA;143574.02;14614.09;0.10178784434676971;0.8982121556532303
SP;SEBASTIANOPOLIS DO SUL;44516.8;125.56;0.0028205082126298384;0.9971794917873702
PI;SEBASTIAO BARROS;41147.45;41427.64;10.068.094.134.630.400;0
RS;SEBERI;92823.4;23.42;0.0002523070691226566;0.9997476929308774
RS;SEGREDO;65000;0;0;1
RS;SELBACH;52704.34;0;0;1
MG;SEM PEIXE;40979.37;41252.62;10.066.679.892.833.800;0
AC;SENA MADUREIRA;316296.98;1334.84;0.0042202110181387125;0.9957797889818613
MA;SENADOR ALEXANDRE COSTA;93209.72;93832.25;1.006.678.809.892.350;0
GO;SENADOR CANEDO;784618.7;167.59;0.0002135941954990367;0.999786405804501
MG;SENADOR CORTES;37393.91;4934.01;0.13194688653847644;0.8680531134615236
RN;SENADOR ELOI DE SOUZA;60480.77;3522.91;0.058248431691593876;0.9417515683084061
AC;SENADOR GUIOMARD;164172.99;4252.57;0.025902981970420347;0.9740970180295796
PA;SENADOR JOSE PORFIRIO;93606.45;94232.53;10.066.884.279.876.000;0
CE;SENADOR POMPEU;207852.2;10247.1;0.049299935242446316;0.9507000647575536
AL;SENADOR RUI PALMEIRA;124904.05;53280.34;0.42657015525117076;0.5734298447488293
CE;SENADOR SA;70216.06;70685.02;10.066.788.139.351.500;0
RS;SENADOR SALGADO FILHO;39452.99;8.61;0.00021823441011695183;0.9997817655898831
BA;SENHOR DO BONFIM;567887.11;16126.54;0.028397439765801342;0.9716025602341987
MG;SENHORA DE OLIVEIRA;58980.88;13.17;0.00022329270095664902;0.9997767072990433
MG;SENHORA DO PORTO;46060.67;46374.37;10.068.105.826.510.900;0
MG;SENHORA DOS REMEDIOS;94309.48;18.33;0.000194360100384394;0.9998056398996156
RS;SENTINELA DO SUL;55450.53;41813.86;0.754075028678716;0.245924971321284
BA;SENTO SE;313081.63;93909.84;0.29995321028576477;0.7000467897142353
RS;SERAFINA CORREA;147098.21;76616.38;0.5208518852812689;0.4791481147187311
PB;SERIDO;95801.11;20.33;0.00021221048482632403;0.9997877895151737
RJ;SEROPEDICA;570914.66;56517.26;0.09899423497024931;0.9010057650297507
ES;SERRA;3185301.12;169866.93;0.0533283741789536;0.9466716258210464
SP;SERRA AZUL;124475.48;41692.95;0.33494910001552114;0.6650508999844789
MG;SERRA AZUL DE MINAS;50456.85;9.39;0.0001860996078827751;0.9998139003921173
PB;SERRA BRANCA;121065.96;20.76;0.00017147677183578276;0.9998285232281642
RN;SERRA CAIADA;93660.2;63155.6;0.6743056282177489;0.32569437178225114
PB;SERRA DA RAIZ;43685.28;4344.6;0.0994522640120425;0.9005477359879575
MG;SERRA DA SAUDADE;30405.69;195.57;0.006432019796294707;0.9935679802037053
RN;SERRA DE SAO BENTO;58630.95;6297.84;0.10741494040263719;0.8925850595973628
RN;SERRA DO MEL;102469.7;26662.89;0.2602026745467197;0.7397973254532804
AP;SERRA DO NAVIO;43699.19;43993.69;1.006.739.255.350.040;0
BA;SERRA DO RAMALHO;251539.07;21632.03;0.08599868799705747;0.9140013120029425
